d36a800e-600f-4b9b-ac70-678281d37f1e,Simon & Garfunkel,America
59ee98fb-408b-4caf-9b80-e915e3bf25fc,Simon & Garfunkel,Homeward Bound
57d079a0-a195-453e-bb01-9ccff26a5de2,The Goo Goo Dolls,Iris
02b4a657-cb33-4cf6-9506-c55e5b3b4482,Carter Burwell,Bella'S Lullaby
43039b94-e279-4975-9e0f-945c5bc2fa6c,Robert Pattinson,Never Think
8d8e61ca-92b8-4244-9d4f-c8fc4782e3a5,The Police,So Lonely
c71c962f-576b-4241-9285-153751d78189,The Police,Can'T Stand Losing You
255a9625-8ffa-4112-a824-acd12d5d7e01,Rachael Yamagata,Under My Skin
36ccb537-79cd-4ceb-89d8-fe2c41d0a33c,Rachael Yamagata,1963
a875a102-1bf5-495a-b03f-2b1536f02982,Rachael Yamagata,I'Ll Find A Way
9a1a8658-177b-48d4-a50a-828582c1ffd1,Rachael Yamagata,Paper Doll
565417e9-1545-410a-83b4-4bae69f0bea0,Rachael Yamagata,Be Be Your Love
3f56aa4e-ea30-43cf-9a54-4587962582f6,U2,Cedars Of Lebanon
596952f0-8353-4eaf-aed7-d09c9f0e990b,U2,Breathe
c4e64697-8e40-4974-b856-efb2c685a41c,U2,White As Snow
0b67b207-5641-40a6-a914-3612192be5eb,U2,Fez - Being Born
c592cdc4-dfec-4d4d-b6ff-6480f2339ef7,U2,Stand Up Comedy
43a2d7b4-2e62-408c-bea9-5daee486fe5b,U2,Get On Your Boots
ed18dc11-b348-4fed-9cb5-7d4786511fb6,U2,I'Ll Go Crazy If I Don'T Go Crazy Tonight
e8dd23c2-e75a-403e-9e71-3c4f95430a80,U2,Unknown Caller
03160ba8-cb5d-4fa5-aefc-c055bb92c008,U2,Moment Of Surrender
fdcc03c9-0a7d-4772-be90-ee4405e9cf2c,U2,Magnificent
8a4c4f39-8fda-4604-9c80-c659da092162,U2,No Line On The Horizon
797c91cc-224a-4174-bb73-502e830629a8,U2,I Still Haven'T Found What I'M Looking For
883821fc-9bbc-4e04-be79-b4b12c4c4a4e,Tracy Chapman,Fast Car
20e7e7b6-e265-4ac5-a860-6902da24465f,Justin Timberlake,Sexy Ladies/Let Me Talk To You (Prelude)
e2218d47-55fe-4c82-8aed-a12f3c203e2e,Justin Timberlake,Sexyback
7c544629-8ce3-4b2e-8460-51c72d6f3722,Snow Patrol,Run
12a08af8-4081-4fb9-a968-c38382614f42,Carter Burwell,Who Are They?
6d6a13b9-48e2-4aae-af58-d2d3d065d8b9,We Are Scientists,Impatience
ee2761ad-ddc4-4e75-b3d7-b8888fe7f039,We Are Scientists,After Hours
27f19d5f-a9dc-4b04-b7ff-54d045c1487c,The Beatles,Good Night
2eb16581-560c-4a4d-82af-6f33e38fffad,The Beatles,Savoy Truffle
8717d821-88ef-4873-bd91-32a0b72ba415,The Beatles,Helter Skelter
322a2abf-5d8c-46bf-a7d0-4591e8fd07c3,The Beatles,Everybody'S Got Something To Hide Except Me And My Monkey
2438d03e-c7a9-4876-be5b-ad260bc5c027,The Beatles,Birthday
07c9f1a8-c11f-460e-b8ae-99081f6f6094,The Beatles,I Will
17416564-fb6e-471c-a4ad-0bfc45292cd9,The Beatles,Blackbird
291758ed-60eb-4192-92af-367b1c754745,The Beatles,Martha My Dear
936cee45-90bd-41b4-ae9c-bf3a4d32a7fc,Kings Of Leon,Four Kicks
ca68a2da-3c7d-4ec0-b3c4-3e6350c55879,Kings Of Leon,Day Old Blues
b3e6f4c5-e62f-4b55-afe2-ec583d48b8dd,Kings Of Leon,Milk
3ebc8ec7-42ad-43c6-a78b-5f41d8b8ac1c,Kings Of Leon,Pistol Of Fire
396cc313-acfc-4e32-aa76-6e2afc5e94fe,Kings Of Leon,"Slow Night, So Long"
0035d310-3bfc-46c7-9cb7-93e77dd5e171,Kt Tunstall,Other Side Of The World
0572f732-001b-4ccd-8801-13a78c4272f7,The Kooks,One Last Time
ebc2fc14-0fc6-4e16-800e-e0bd9d5e7ac3,The Kooks,Always Where I Need To Be
051caac1-1f67-4733-80b5-62cb32660daa,Kings Of Leon,Sex On Fire
31474bde-a7e1-470b-af93-fc560a4d63bc,The Coral,Dreaming Of You
abdb41ac-02b8-4da6-9091-2b525fc97d8a,Hot Chocolate,You Sexy Thing
b92c04b3-2ff3-40b8-a711-f207144d5019,The Fratellis,Everybody Knows You Cried Last Night
089c85a3-5492-42e5-bf43-19905449f429,The Fratellis,Vince The Lovable Stoner
dabf1d7f-43de-471b-8e5e-316fcbb13654,The Fratellis,Creepin Up The Backstairs
8daf916e-87dc-48e6-8cee-ff769d4163ce,The Fratellis,Doginabag
0d069749-6d54-438f-b1dd-12c9be97416f,The Fratellis,For The Girl
8af76382-3647-4b2a-aa9b-471ac2f82c83,The Fratellis,Chelsea Dagger
3830fc83-d0ff-4309-a94e-dfee4e87402d,The Fray,Enough For Now
95db3fff-4a50-41b9-ac12-d15924232bdd,The Fray,Never Say Never
e72f9347-0055-49d6-89fb-3f0ad4b7801f,The Fray,Say When
67e8d7b9-1306-4b41-9d00-b06370b6dc57,The Fray,You Found Me
e3b7cd96-c41d-497a-b401-dc7494f638db,Jimmy Eat World,The Middle
4e578cf4-3b5a-4200-9786-10038df5d26a,Muse,Thoughts Of A Dying Atheist
a818e115-26d3-40ae-b7ee-f7f3f91ede63,Muse,Endlessly
4107e45b-48fe-45b1-9e92-6b6701c3484b,Muse,The Small Print
137d6675-2cb0-4ba0-926e-b6cee5d33906,Muse,Butterflies And Hurricanes
91593967-86a0-4df8-bf63-d5123a39c265,Muse,Blackout
c102891a-d4dd-442b-83b5-fa57cc6c1026,Muse,Hysteria
e178ed9d-d2bc-4f2c-a732-33d5398028c4,Muse,Interlude
b170f439-0212-4463-9e1d-e3da906c9ae9,Muse,Falling Away With You
0474d9f4-991a-4b88-8f74-5fd1c83e1ee5,Muse,Stockholm Syndrome
ab3f9dac-41e5-4cf4-bf0a-b0b9516f973a,Muse,Sing For Absolution
40f04250-6d23-4f88-902c-94ef1a1dd3ed,Muse,Time Is Running Out
50509355-8685-4246-a3b8-5c832c260d65,Muse,Apocalypse Please
2f6c61c4-d477-4dc7-96f4-cce130611dda,Bright Eyes,Cleanse Song
6a38755f-68ca-4f9c-bfcd-2d9a12162156,The Clash,Jimmy Jazz
b30228f5-50eb-4578-bb57-3cb1ae0625ba,The Clash,Lost In The Supermarket
a769a644-db50-42a1-876f-e2a988b706f0,The Clash,Rudie Can'T Fail
ad7e4a9a-2d29-4bf3-8afb-5da6b6f81d5a,The Clash,Clampdown
84cf3478-9248-47d9-8b39-c345c60b0e8e,The Clash,The Guns Of Brixton
ac1ae5ed-02e2-4eba-ad2d-e861a6bf04b2,The Clash,London Calling
6438c6b1-f956-4d58-9cc4-227c6d0d7d8a,The Police,Wrapped Around Your Finger
a10f1f4c-0ab5-4bee-8329-a81317fd6aa3,The Police,King Of Pain
3e19df7a-3f9a-4d42-adbf-31867646f602,The Police,Every Breath You Take
7150b887-097d-44e6-8c6c-783570535efd,The Police,Spirits In The Material World
3de64aae-8bbe-4d65-b1d2-b38c3b6a2bf3,The Police,Invisible Sun
72937047-6706-4f15-8857-d0284566cd29,The Police,Don'T Stand So Close To Me
f167e61d-5117-4e80-b7f1-2f99eef286ce,The Police,Walking On The Moon
b9264011-47c5-4603-b840-7c27b0ccb2b9,The Police,Message In A Bottle
aa0a3d7d-6f24-47ce-9809-ff58cea0a7bf,Muse,Assassin
55a7eb65-9b9e-4701-b6ae-de32b3a5652e,Muse,Invincible
c3823516-739c-4697-933b-f7f260e9aa60,Muse,Soldier'S Poem
d604a1b6-2cbd-4dc6-9682-a746405f247b,Muse,Map Of The Problematique
ff1e3e1a-f6e8-4692-b426-355880383bb6,Muse,Supermassive Black Hole
34c2a29f-0298-413b-8764-401b1d90f633,Robert Randolph & The Family Band,Ain'T Nothing Wrong With That
430aa3d3-3dac-4bd5-857d-eb10212ffefb,Bob Dylan,Like A Rolling Stone
